,id,title,overview,release_date,popularity,vote_average,vote_count
2889,487242,Suicide Squad: Hell to Pay,"It’s batter up at Belle Reve and that can only mean that Amanda Waller, the penitentiary’s cold and calculating warden, has a mission that only the damned will take on. It’s time to unleash Task Force X again, stacked with seasoned vets such as Deadshot, Captain Boomerang and Harley Quinn, these crafty criminals are joined by newcomers Copperhead, Killer Frost and the martial art master, Bronze Tiger! With the target objective being a mystical object so powerful that they’re willing to risk their own lives to steal it, you can be sure it will be collision of chaos, gunfire and attitudes. So, take aim for a raging road trip with the Suicide Squad!",2018-03-23,6.763,7.1,668
2890,22536,Thirst,"A respected priest volunteers for an experimental procedure that may lead to a cure for a deadly virus. He gets infected and dies, but a blood transfusion of unknown origin brings him back to life. Now, he’s torn between faith and bloodlust, and has a newfound desire for the wife of a childhood friend.",2009-04-30,7.359,7.1,959
2891,15400,Mickey's Once Upon a Christmas,"Mickey, Minnie, and their famous friends Goofy, Donald, Daisy and Pluto gather together to reminisce about the love, magic and surprises in three wonder-filled stories of Christmas past.",1999-10-31,9.41,7.1,677
2892,13701,Immortal Beloved,"A chronicle of the life of infamous classical composer Ludwig van Beethoven and his painful struggle with hearing loss. Following Beethoven's death in 1827, his assistant, Schindler, searches for an elusive woman referred to in the composer's love letters as ""immortal beloved."" As Schindler solves the mystery, a series of flashbacks reveal Beethoven's transformation from passionate young man to troubled musical genius.",1994-12-16,6.167,7.1,338
2893,12481,The Big Boss,"Cheng is a young Chinese mainlander who moves in with his expatriate cousins to work at an ice factory in Thailand. He does this with a family promise never to get involved in any fights. However, when members of his family begin disappearing after meeting the management of the factory, the resulting mystery and pressures force him to break that vow and take on the villainy of the Big Boss.",1971-10-23,16.814,7.103,755
2894,1714,Fahrenheit 451,"In the future, the government maintains control of public opinion by outlawing literature and maintaining a group of enforcers, known as “firemen,” to perform the necessary book burnings. Fireman Montag begins to question the morality of his vocation…",1966-09-07,5.353,7.102,990
2895,606952,The Goddess of Fortune,"Alessandro and Arturo have been together for over 15 years and, despite the feeling they still have for each other, their relationship is now at crisis. When Alessandro’s best friend, out of the blue, asks them to take care of her two kids for a few days, something changes in their daily routine and love will drive them to a crazy and unexpected turn in their life.",2019-12-19,3.934,7.1,509
2896,18912,Angst,"A killer is released from prison and breaks into a remote home to kill a woman, her handicapped son and her pretty daughter.",1983-01-01,15.515,7.1,357
2897,10895,Pinocchio,A little wooden puppet yearns to become a real boy.,1940-02-23,22.577,7.1,5899
2898,6396,SLC Punk,"Two former geeks become 1980s punks, then party and go to concerts while deciding what to do with their lives.",1998-09-24,4.783,7.1,373
2899,5916,The Getaway,A recently released ex-convict and his loyal wife go on the run after a heist goes wrong.,1972-12-13,6.234,7.1,578
2900,551,The Poseidon Adventure,"When their ocean liner capsizes, a group of passengers struggle to survive and escape.",1972-12-01,11.01,7.1,903
2901,50723,Naruto Shippuden the Movie: The Lost Tower,"Assigned on a mission to capture Mukade, a missing-nin, Naruto Uzumaki sets out for the once glorious historic ruins of ""Ouran"", where he pursues and corners the rouge ninja. Mukade's goal is revealed to be a dormant leyline within the ruins; he unleashes the power of the leyline, causing a light to envelop Naruto, sending him into the past, 20 years before the series began. When Naruto awakens, he comes into contact with the Fourth Hokage, Minato Namikaze.",2010-07-31,17.756,7.1,473
2902,11447,The Son's Room,A psychoanalyst and his family go through profound emotional trauma when their son dies in a scuba diving accident.,2001-03-09,5.102,7.1,506
2903,8697,Who Am I?,"A group of covert CIA operatives trailing a potential new energy source are double-crossed by corrupt agent Morgan, who causes a helicopter crash in remote South Africa. The sole survivor, suffering severe amnesia, is nursed to recovery by a kindly native tribe who call him ""Whoami"" after the question he keeps asking. With the help of a mysterious reporter Christine, Whoami pieces together his past and tracks the turncoat agent and his criminal cohorts.",1998-01-17,7.542,7.1,889
2904,2323,Field of Dreams,"Ray Kinsella is an Iowa farmer who hears a mysterious voice telling him to turn his cornfield into a baseball diamond. He does, but the voice's directions don't stop -- even after the spirits of deceased ballplayers turn up to play.",1989-04-21,9.497,7.1,1521
2905,836225,The Exorcism of God,"An American priest working in Mexico is considered a saint by many local parishioners. However, due to a botched exorcism, he carries a secret that’s eating him alive until he gets an opportunity to face his demon one final time.",2022-03-11,13.712,7.1,1084
2906,618354,Superman: Man of Tomorrow,"It’s the dawn of a new age of heroes, and Metropolis has just met its first. But as Daily Planet intern Clark Kent – working alongside reporter Lois Lane – secretly wields his alien powers of flight, super-strength and x-ray vision in the battle for good, there’s even greater trouble on the horizon.",2020-08-23,7.822,7.1,449
2907,209276,Starred Up,"19-year-old Eric, arrogant and ultra-violent, is prematurely transferred to the same adult prison facility as his estranged father. As his explosive temper quickly finds him enemies in both prison authorities and fellow inmates — and his already volatile relationship with his father is pushed past breaking point — Eric is approached by a volunteer psychotherapist, who runs an anger management group for prisoners. Torn between gang politics, prison corruption, and a glimmer of something better, Eric finds himself in a fight for his own life, unsure if his own father is there to protect him or join in punishing him.",2014-03-21,6.997,7.099,951
2908,14748,Boy A,"Freed after a lengthy term in a juvenile detention center, convicted child killer Jack Burridge finds work as a deliveryman and begins dating co-worker Michelle. While out on the road one day, Jack notices a distressed child, and, after reuniting the girl with her family, becomes a local celebrity. But when a local newspaper unearths his past, Jack must cope with the anger of citizens who fear for the safety of their children.",2007-10-28,6.81,7.099,460
2909,9322,La Femme Nikita,"A beautiful felon, sentenced to life in prison for the murder of a policeman, is given a second chance – as a secret political assassin controlled by the government.",1990-02-21,13.085,7.1,1962
2910,1259,Notes on a Scandal,"A veteran high school teacher befriends a younger art teacher, who is having an affair with one of her 15-year-old students. However, her intentions with this new ""friend"" also go well beyond platonic friendship.",2006-12-25,11.033,7.1,901
2911,9631,The Negotiator,"The police try to arrest expert hostage negotiator Danny Roman, who insists he's being framed for his partner's murder in what he believes is an elaborate conspiracy. Thinking there's evidence in the Internal Affairs offices that might clear him, he takes everyone in the office hostage and demands that another well-known negotiator be brought in to handle the situation and secretly investigate the conspiracy.",1998-07-29,9.336,7.098,2116
2912,2760,The Lodger: A Story of the London Fog,"London. A mysterious serial killer brutally murders young blond women by stalking them in the night fog. One foggy, sinister night, a young man who claims his name is Jonathan Drew arrives at the guest house run by the Bunting family and rents a room.",1927-02-14,7.289,7.1,302
2913,1064213,Anora,"A young sex worker from Brooklyn gets her chance at a Cinderella story when she meets and impulsively marries the son of an oligarch. Once the news reaches Russia, her fairytale is threatened as his parents set out to get the marriage annulled.",2024-10-14,747.373,7.1,1452
2914,9846,To Live and Die in L.A.,"When his longtime partner on the force is killed, reckless U.S. Secret Service agent Richard Chance vows revenge, setting out to nab dangerous counterfeit artist Eric Masters.",1985-11-01,8.718,7.1,667
2915,799876,The Outfit,"Leonard is an English tailor who used to craft suits on London’s world-famous Savile Row. After a personal tragedy, he’s ended up in Chicago, operating a small tailor shop in a rough part of town where he makes beautiful clothes for the only people around who can afford them: a family of vicious gangsters.",2022-02-25,11.207,7.096,1153
2916,30197,The Producers,"Broadway producer Max Bialystock and his accountant, Leo Bloom plan to make money by charming wealthy old biddies to invest in a production many times over the actual cost, and then put on a sure-fire flop, so nobody will ask for their money back – and what can be a more certain flop than a tasteless musical celebrating Hitler.",1968-03-18,7.549,7.09,800
